,filename,contrast,correlation,homogeneity,energy,label
32,M01_03_04,8.181121679502906,0.9909540111432058,0.4106060094428688,0.04268043631826036,Monkeypox
33,M01_03_05,133.15425606788796,0.9661660581127949,0.3628630472158833,0.09968228319977164,Monkeypox
34,M01_03_06,15.266846306983853,0.9848952230966662,0.33463763748726477,0.039301585814847696,Monkeypox
35,M01_03_07,16.246194373504395,0.9836987191847447,0.3341551900142404,0.036629711993300514,Monkeypox
36,M01_03_08,12.748919141748276,0.9831953415010982,0.3565772775514123,0.04173817097336755,Monkeypox
37,M01_03_09,23.662551026563975,0.984225307628934,0.2939991888254663,0.030670403795281506,Monkeypox
38,M01_03_10,1714.7034124957265,0.295964330295474,0.054806017030191195,0.011803463688814873,Monkeypox
39,M01_03_11,699.8289328158619,0.5560239549380763,0.045731039583764364,0.011942522882074893,Monkeypox
40,M01_03_12,12.168211707454402,0.9862847418620283,0.3652814699719601,0.03961426770411577,Monkeypox
41,M01_03_13,9.218826037121197,0.9879639078875138,0.39995444870679964,0.04358102661687247,Monkeypox
42,M01_04_00,10.574674737074947,0.9858663884642479,0.38473052443029104,0.04241276947745724,Monkeypox
43,M01_04_01,10.574674737074947,0.9858663884642479,0.38473052443029104,0.04241276947745724,Monkeypox
44,M01_04_02,103.31760139958574,0.974711351445452,0.43605015993718416,0.11070861072715356,Monkeypox
45,M01_04_03,113.98341008264796,0.9826318823822546,0.5919144975452507,0.3206628382759794,Monkeypox
46,M01_04_04,15.843793360011261,0.9787855818022196,0.3400013558326298,0.03902677469941585,Monkeypox
47,M01_04_05,30.388143739065733,0.9917728536413934,0.46785665844862534,0.10356495890626943,Monkeypox
48,M01_04_06,10.634559311468157,0.9859577135928944,0.38132115930591737,0.042119273560161326,Monkeypox
49,M01_04_07,11.781354943795371,0.9863270656430582,0.3713992305209272,0.03957126985117566,Monkeypox
50,M01_04_08,10.102033018962778,0.9853330422460208,0.38638607830305055,0.04359325411432463,Monkeypox
51,M01_04_09,13.377666954895533,0.9867917274567809,0.36286795865974736,0.037763490667205885,Monkeypox
52,M01_04_10,1706.3496752397996,0.25516206645759837,0.05469247758696826,0.012224761404161783,Monkeypox
53,M01_04_11,701.7407146735305,0.5030037871833357,0.04634765574592981,0.012405356825925919,Monkeypox
54,M01_04_12,2.1608518168473125,0.9966099375119064,0.6145936541121619,0.06509198918491077,Monkeypox
55,M01_04_13,5.322427557360896,0.9915475185112108,0.4713560695340368,0.05110910752258071,Monkeypox
56,M02_01_00,15.310704015765447,0.992633153531608,0.35602644985684584,0.0338589845123929,Monkeypox
57,M02_01_01,17.903738261376663,0.9914098593533995,0.337825385532346,0.033133740911054615,Monkeypox
58,M02_01_02,134.66401898288726,0.9796759158061287,0.38855154791379504,0.08832431643267472,Monkeypox
59,M02_01_03,199.7185545657463,0.9183962005334951,0.34741026132853886,0.03353152949488947,Monkeypox
60,M02_01_04,15.30953769430312,0.992633568731105,0.3559988692170642,0.033859438336231784,Monkeypox
61,M02_01_05,72.53017354058998,0.9814346841126292,0.36593939961871014,0.03805715085703301,Monkeypox
62,M02_01_06,15.131090510567276,0.9926936114899106,0.34662328467151976,0.032279101997367846,Monkeypox
63,M02_01_07,17.68048824629492,0.9925756159254095,0.3405135420426685,0.031970961773404694,Monkeypox
64,M02_01_08,13.60648716040942,0.9915774818709332,0.3631751788518593,0.035982705709132104,Monkeypox
65,M02_01_09,18.951537332341285,0.9929003650046283,0.33620696149609436,0.030312280886670442,Monkeypox
66,M02_01_10,1742.1435379758286,0.4860270358469763,0.05951726824632541,0.010946182769082647,Monkeypox
67,M02_01_11,672.746928351666,0.7456563603051575,0.047580390081927625,0.010867993291896319,Monkeypox
68,M02_01_12,4.143075469042209,0.997913620766159,0.5558907247486737,0.05328242431970616,Monkeypox
69,M02_01_13,7.939150194051761,0.9914878282466386,0.4213682160277485,0.043563087364533334,Monkeypox
70,M02_02_00,49.19109573890486,0.9907265602452683,0.3430288535912858,0.025316564460387683,Monkeypox
71,M02_02_01,96.57364917854773,0.9817869496872721,0.3079271431466413,0.024450424169104406,Monkeypox
72,M02_02_02,260.5907016026866,0.9537576004190949,0.3409046640808529,0.02526896927295065,Monkeypox
73,M02_02_03,214.4882462949184,0.9696734705442135,0.3986728634147918,0.07891555320226136,Monkeypox
74,M02_02_04,94.61167528001768,0.982151117067532,0.31567475985765675,0.025002236878056083,Monkeypox
75,M02_02_05,109.2999255967343,0.9859039975155637,0.37452825405040996,0.05988040456980445,Monkeypox
76,M02_02_06,47.79450622373263,0.9886544761294049,0.32899279849343877,0.02497344780122202,Monkeypox
77,M02_02_07,53.327273824126756,0.9893155604015742,0.3280987815112649,0.023993531694562295,Monkeypox
78,M02_02_08,46.3500774196143,0.9900211013622715,0.3437924471189213,0.025744432794690585,Monkeypox
79,M02_02_09,75.63248808542299,0.9900288560346432,0.30189779470187994,0.021158471348583976,Monkeypox
80,M02_02_10,1895.5039514166783,0.6902807465988887,0.05707381357619795,0.008892199338687219,Monkeypox
81,M02_02_11,687.2096764463392,0.8812690711782356,0.048308192664135774,0.008909417639898908,Monkeypox
82,M02_02_12,7.013794767640613,0.998380791201143,0.5257454890948182,0.04034098606238108,Monkeypox
83,M02_02_13,29.60982525287056,0.9931374167825636,0.4120389707643126,0.03227268735838575,Monkeypox
84,M03_01_00,50.31187033722777,0.9906629086203192,0.279920820880301,0.028626905226160595,Monkeypox
85,M03_01_01,50.31187033722777,0.9906629086203192,0.279920820880301,0.028626905226160595,Monkeypox
86,M03_01_02,158.7007782179412,0.9750124635210919,0.30479630589061735,0.0310472853379895,Monkeypox
87,M03_01_03,85.57783184861951,0.9921307401826849,0.5233122816242061,0.32277616282471266,Monkeypox
88,M03_01_04,26.573789941482836,0.9951006008096177,0.29425526757807596,0.028698728430433317,Monkeypox
89,M03_01_05,129.48868869271448,0.9838661559911436,0.32562144764462464,0.08040864775802337,Monkeypox
90,M03_01_06,50.02672484867985,0.9910538936531265,0.2767784001097425,0.02861886664512213,Monkeypox
91,M03_01_07,56.31307687667155,0.9910853904613306,0.27266845268484324,0.02872379807916851,Monkeypox
92,M03_01_08,37.44249834100827,0.9893821050313146,0.356691711966792,0.12051598318079691,Monkeypox
93,M03_01_09,76.10175149309255,0.9911646272288533,0.26951330143653746,0.03605573440482515,Monkeypox
94,M03_01_10,1893.0983530736592,0.694108483032664,0.05451938851052665,0.009616282525108086,Monkeypox
95,M03_01_11,709.7287297150556,0.8796035544941486,0.04768427467809921,0.009514868107677711,Monkeypox
96,M03_01_12,29.003498964386974,0.994565007883349,0.3659110876725063,0.03589685781423415,Monkeypox
97,M03_01_13,11.924913028615094,0.9916971787602463,0.35746259793063695,0.03640466613486643,Monkeypox
98,M05_01_00,81.67359086247461,0.9868303253669497,0.2724753766930399,0.028610430064410598,Monkeypox
99,M05_01_01,81.67873876410142,0.9868301402431798,0.2722203528380555,0.02857350311835896,Monkeypox
100,M05_01_02,186.58875103058577,0.9764325707728337,0.3535073926224632,0.08751389562573084,Monkeypox
101,M05_01_03,283.8890184801624,0.9674776554288047,0.3445458350445112,0.08386389671163605,Monkeypox
102,M05_01_04,133.0628607050212,0.978523107682228,0.25662395841956365,0.027714501086616005,Monkeypox
103,M05_01_05,184.92336463632887,0.9720851396119559,0.2805944715535555,0.029737349275413244,Monkeypox
104,M05_01_06,77.37119185988055,0.9840882146505873,0.26014023392134705,0.027838985829457805,Monkeypox
105,M05_01_07,84.44275975788776,0.9862418095059663,0.2750529192802673,0.03683489043082205,Monkeypox
106,M05_01_08,76.13477045587082,0.9851068471565221,0.3051471051098322,0.05235535906960914,Monkeypox
107,M05_01_09,101.2333648374188,0.9859217835979662,0.29792121340434835,0.05235950647501825,Monkeypox
108,M05_01_10,1954.4270747451183,0.7061005183182106,0.060478151582231646,0.010664573409950003,Monkeypox
109,M05_01_11,674.7226165818737,0.8905936863346712,0.05298163319552339,0.010550936597501986,Monkeypox
110,M05_01_12,23.881718916527582,0.9959852416034375,0.4015978013278486,0.03883193982640448,Monkeypox
111,M05_01_13,27.837841098755252,0.9917411712197008,0.313649284681822,0.035400317571148004,Monkeypox
112,M05_02_00,57.565444710329984,0.9935710379045447,0.3491929115682214,0.0608404119453904,Monkeypox
113,M05_02_01,57.56303163144241,0.9935712224009672,0.3490748743276969,0.06071364545960406,Monkeypox
114,M05_02_02,166.73333467393272,0.9845267070013253,0.37327343661699497,0.06807902598142025,Monkeypox
115,M05_02_03,203.0197269199059,0.9852531605312562,0.5416650405445206,0.270321513926677,Monkeypox
116,M05_02_04,57.565444710329984,0.9935710379045447,0.3491929115682214,0.0608404119453904,Monkeypox
117,M05_02_05,245.83663455931145,0.9769799321203329,0.35601956167561954,0.07501034417299297,Monkeypox
118,M05_02_06,52.40121458304007,0.9931254734901629,0.34244823945448066,0.05243713440214701,Monkeypox
119,M05_02_07,61.01286975406704,0.9932907889511955,0.34780117153344525,0.07777723241702202,Monkeypox
120,M05_02_08,51.04773874399243,0.9932097528014852,0.36868238695672806,0.058096398555817344,Monkeypox
121,M05_02_09,68.21088298578294,0.993607780488428,0.34109611110204335,0.06278057500792192,Monkeypox
122,M05_02_10,2032.092923646162,0.7722261144314103,0.06319021209391598,0.009556764787659322,Monkeypox
123,M05_02_11,629.9902270305054,0.9278564004953991,0.05340628882543172,0.009476669911991583,Monkeypox
124,M05_02_12,8.948541092722555,0.9989411661239237,0.5019939574238017,0.05316890541693594,Monkeypox
125,M05_02_13,21.233726799251947,0.997463922490448,0.4057584662458571,0.06469515488656026,Monkeypox
126,M06_01_00,27.017374167990504,0.9863868683110453,0.28454189875600405,0.030652692004042244,Monkeypox
127,M06_01_01,20.128657322688976,0.9898195638446093,0.3158296121078324,0.03168383836106768,Monkeypox
128,M06_01_02,126.75113113072854,0.9788979038395226,0.36491618076404264,0.08994449441442946,Monkeypox
129,M06_01_03,126.17480745641375,0.9828359890418292,0.4173992924115337,0.15289759064775638,Monkeypox
130,M06_01_04,19.469927004363655,0.9901510654329793,0.3194292641564651,0.0319418452666077,Monkeypox
131,M06_01_05,124.61720525246838,0.976360495746424,0.3109428481198111,0.07983444828244259,Monkeypox
132,M06_01_06,27.415290876550905,0.9916187972286427,0.28834129256672164,0.03293089605492327,Monkeypox
133,M06_01_07,32.88891793520883,0.9887463267718352,0.26634649293011886,0.027987373701887617,Monkeypox
134,M06_01_08,22.111363590661384,0.9886113227289658,0.30795699871750465,0.03486160772952738,Monkeypox
135,M06_01_09,36.50296607613264,0.988859653282647,0.2564692254529545,0.02639296415127425,Monkeypox
136,M06_01_10,1769.564600132719,0.46912174458047073,0.05471546382502149,0.010949580885662474,Monkeypox
137,M06_01_11,712.6930563655011,0.7289956520462098,0.04514270268494087,0.010934539915516113,Monkeypox
138,M06_01_12,13.716020832914396,0.9929245343243467,0.35361541930105134,0.036421590310528607,Monkeypox
139,M06_01_13,16.06736511894468,0.9899190603945694,0.3282978748716329,0.036182400444942135,Monkeypox
140,M06_02_00,26.991172153069638,0.9823553434078829,0.2897278482332083,0.03067066748256296,Monkeypox
141,M06_02_01,23.251684127973615,0.984836120915192,0.29953434536436024,0.031332963141451564,Monkeypox
142,M06_02_02,163.60875947636185,0.9639729609104667,0.3285767352190107,0.049461695797844485,Monkeypox
143,M06_02_03,139.7592752719741,0.9834171246440919,0.44827704220686526,0.20397096076773383,Monkeypox
144,M06_02_04,26.991172153069638,0.9823553434078829,0.2897278482332083,0.03067066748256296,Monkeypox
145,M06_02_05,70.8203663858111,0.9829029411283879,0.3364116711610866,0.05744729700162735,Monkeypox
146,M06_02_06,27.94061815037503,0.9868697077426474,0.2945799243972214,0.03456692223296869,Monkeypox
147,M06_02_07,33.91672866938808,0.9834885986216307,0.273379664861957,0.028547409113188486,Monkeypox
148,M06_02_08,24.627279856823986,0.9826467607024122,0.29811887260209247,0.03285970913097898,Monkeypox
149,M06_02_09,36.196565384383355,0.9843148500376595,0.26711789751055437,0.027120588082766458,Monkeypox
150,M06_02_10,1762.2665647811136,0.40428429949882205,0.05502511784010479,0.011128414306514242,Monkeypox
151,M06_02_11,698.0211546582477,0.6782621088396682,0.04727551414692232,0.011260550027915959,Monkeypox
152,M06_02_12,8.951094934545235,0.9935129142507678,0.4169068000709927,0.0411430589178976,Monkeypox
153,M06_02_13,16.090490458283902,0.9900174039701096,0.34814890854567115,0.036493984523694234,Monkeypox
154,M07_01_00,27.367652677512115,0.968515970567223,0.2417268782768229,0.030812217178008573,Monkeypox
155,M07_01_01,25.73403848860826,0.9705300650832166,0.2457610574969265,0.031511699588843055,Monkeypox
156,M07_01_02,145.57547909670413,0.967579186935016,0.3134543236700584,0.07347930049417932,Monkeypox
157,M07_01_03,132.4118321301454,0.9690863792941308,0.3040762848106767,0.0477070580047233,Monkeypox
158,M07_01_04,23.75839047638199,0.9727520843644714,0.2512492319150713,0.031932969642384575,Monkeypox
159,M07_01_05,53.47976030083049,0.9883476206397989,0.3485482066402569,0.0964081913875994,Monkeypox
160,M07_01_06,27.80844175430835,0.9661720813433642,0.24181832128446212,0.032526458784862024,Monkeypox
161,M07_01_07,30.2557260351103,0.9728036091944339,0.23174872263730611,0.028684324607022967,Monkeypox
162,M07_01_08,26.810050473566733,0.9656958551643324,0.2452504808432251,0.03200552296281337,Monkeypox
163,M07_01_09,40.13579601439804,0.9712731166723091,0.20833318716177276,0.025249822800760068,Monkeypox
164,M07_01_10,1708.7177099881355,0.28258238201254765,0.05234722399160423,0.012043741085058719,Monkeypox
165,M07_01_11,716.403667879909,0.5373255964957033,0.04569139855342028,0.012138886819038028,Monkeypox
166,M07_01_12,1.6528786020229647,0.9977026676513255,0.6301025066438549,0.07035342716262459,Monkeypox
167,M07_01_13,8.860363168372578,0.9829300708955095,0.3479478388225903,0.04289970755757184,Monkeypox
168,M08_01_00,73.79221379878943,0.9528823575253161,0.2621701826206724,0.03126122899050595,Monkeypox
169,M08_01_01,61.18586740131513,0.9609579251061859,0.26754724442944583,0.031527069085328326,Monkeypox
170,M08_01_02,171.02708681051297,0.9808195139073276,0.37487921399821406,0.1077363889695097,Monkeypox
171,M08_01_03,263.2417703955438,0.9685743860892564,0.33909040192388423,0.09051491868235294,Monkeypox
172,M08_01_04,59.223994047738735,0.962175671918599,0.2706662440019557,0.031915451721538556,Monkeypox
173,M08_01_05,203.58929397333546,0.9421818638183973,0.2592992762497918,0.03159889077896027,Monkeypox
174,M08_01_06,74.3038468499266,0.9525461671839393,0.2644744760285369,0.034012186656719526,Monkeypox
175,M08_01_07,83.10941301856059,0.9534479342837171,0.2532446309306277,0.030072059420853673,Monkeypox
176,M08_01_08,65.77411570713265,0.9525687646116299,0.26748521709924783,0.03278580233603452,Monkeypox
177,M08_01_09,111.61348508918336,0.9555639182283446,0.2243803124910716,0.025539803651170236,Monkeypox
178,M08_01_10,1844.0662792334451,0.398110132431784,0.055012142061172956,0.011617550630541849,Monkeypox
179,M08_01_11,749.5997908664964,0.661088592466669,0.045855306422495856,0.011423269674562017,Monkeypox
180,M08_01_12,8.117114762010095,0.992506403284835,0.41531596249115116,0.04305213752405186,Monkeypox
181,M08_01_13,32.071105391220414,0.9693080322158428,0.34160654255305395,0.04210715582355433,Monkeypox
182,M09_01_00,38.06296124997486,0.9761875157120082,0.26542752020177696,0.030430511177722507,Monkeypox
183,M09_01_01,33.03619618331356,0.9794567780105411,0.2646359238397436,0.03039498394797795,Monkeypox
184,M09_01_02,193.92211787890366,0.9648494403562805,0.32445019355996224,0.06669940643839606,Monkeypox
185,M09_01_03,199.03175209636228,0.9776634042088218,0.3960274545325392,0.1462899554464208,Monkeypox
186,M09_01_04,30.31351927446761,0.9811268459346573,0.2725011712891849,0.030999722959922038,Monkeypox
187,M09_01_05,134.8609061111223,0.9196968323833998,0.26028830765029687,0.03006546979066431,Monkeypox
188,M09_01_06,37.799332381507774,0.9781470651695305,0.2615504856656927,0.027440403373048643,Monkeypox
189,M09_01_07,43.8241468760683,0.9778537149848707,0.25312786376525115,0.026796171442908016,Monkeypox
190,M09_01_08,35.16513503187275,0.975753347394566,0.26832894260369783,0.03028807211957816,Monkeypox
191,M09_01_09,49.23573769832493,0.9782045544473769,0.24360597356556518,0.025956360883330656,Monkeypox
192,M09_01_10,1787.603671901707,0.40911847978151955,0.05323905595259694,0.011273577987760987,Monkeypox
193,M09_01_11,714.9599831084478,0.6811028322512603,0.04610834647785709,0.011422455470186456,Monkeypox
194,M09_01_12,9.528584930322346,0.9935039981528695,0.4179800642016804,0.04273740575943266,Monkeypox
195,M09_01_13,20.473546622695007,0.9809744140702426,0.3228334842063325,0.035251186932091644,Monkeypox
196,M09_02_00,29.065434655834622,0.9903563383106734,0.35790325357075986,0.03550530894955751,Monkeypox
197,M09_02_01,44.44179452633272,0.985261768039104,0.3023273986164169,0.03357593912732525,Monkeypox
198,M09_02_02,180.7072332039655,0.9430977445490931,0.3641283754521669,0.03541193267509904,Monkeypox
199,M09_02_03,138.241830722516,0.9759782938041113,0.4581416895004455,0.14289545451983082,Monkeypox
200,M09_02_04,41.941221420096916,0.9860809008461849,0.31184049067827996,0.03436768887715088,Monkeypox
201,M09_02_05,129.21299442980956,0.9726606604560045,0.35888177170625174,0.06356149150707179,Monkeypox
202,M09_02_06,29.890627199420862,0.9911133684941608,0.3519018900003152,0.03406900437375119,Monkeypox
203,M09_02_07,33.89559412013111,0.9914108599555665,0.34107221273318716,0.032680203480300776,Monkeypox
204,M09_02_08,25.785959902672484,0.9902391541870873,0.3774063619776547,0.03894471950645824,Monkeypox
205,M09_02_09,38.52653381326791,0.9912320778769947,0.3375668665040093,0.03058586744612618,Monkeypox
206,M09_02_10,1745.8213115083754,0.5789092731398746,0.05484525085701754,0.00995703737355871,Monkeypox
207,M09_02_11,707.3218041786482,0.8057056675625065,0.04659705976967939,0.009895319478859271,Monkeypox
208,M09_02_12,8.753624645579038,0.9968614067670538,0.5206567129708572,0.051179759664819836,Monkeypox
209,M09_02_13,17.324518892396792,0.9934156806745807,0.38195854993640205,0.0356949539431601,Monkeypox
210,M09_03_00,56.09228015845884,0.9791827837034038,0.2800728382415486,0.029965439373335286,Monkeypox
211,M09_03_01,56.09228015845885,0.9791827837034038,0.28007283824154866,0.02996543937333529,Monkeypox
212,M09_03_02,187.01671057129641,0.9691935737865998,0.3495958958995865,0.09964337683527094,Monkeypox
213,M09_03_03,174.4764020993786,0.9685879663355248,0.35776016493440777,0.09287454218519876,Monkeypox
214,M09_03_04,32.387842104204786,0.9879681862920465,0.3273225578278534,0.0316765117208143,Monkeypox
215,M09_03_05,77.94612801383498,0.9855194803082693,0.35529939309414255,0.09180645363727528,Monkeypox
216,M09_03_06,60.299322327012405,0.979790585142616,0.27390919237774874,0.02700421832499226,Monkeypox
217,M09_03_07,66.89561422912185,0.9801794114468834,0.26558712859548844,0.026887329878394116,Monkeypox
218,M09_03_08,51.52912787307205,0.9788953406961478,0.29030379349272983,0.031062650299319556,Monkeypox
219,M09_03_09,83.6095236180096,0.980198280386806,0.2525813876292816,0.025553906953103788,Monkeypox
220,M09_03_10,1741.5930141366205,0.5540549311579663,0.05338289206851815,0.010026968694011084,Monkeypox
221,M09_03_11,725.8088238251322,0.7805089456444346,0.04600178670732919,0.010191608678021772,Monkeypox
222,M09_03_12,37.447264171811206,0.9857291264183103,0.3203364044525496,0.03388071345913776,Monkeypox
223,M09_03_13,37.081039232640904,0.9859846359278944,0.2915274696652852,0.028902076718280916,Monkeypox
224,M09_04_00,56.87884333085322,0.9733605008224324,0.24756867970071011,0.027270334594072028,Monkeypox
225,M09_04_01,46.81859679462687,0.9780327772231412,0.2518857491814269,0.026906423240935153,Monkeypox
226,M09_04_02,135.63713326228154,0.9812089376239563,0.3424122358118184,0.10034559455050324,Monkeypox
227,M09_04_03,167.28054052967082,0.9818617993963066,0.3990148089672085,0.15413957735352687,Monkeypox
228,M09_04_04,45.83753946389431,0.9784840982885495,0.2543118690644415,0.02708415306981547,Monkeypox
229,M09_04_05,73.6643407267389,0.9886646863706695,0.34512182991077117,0.09886151476231425,Monkeypox
230,M09_04_06,55.44873212813449,0.9758078334716739,0.24741237661749552,0.024872659356467382,Monkeypox
231,M09_04_07,65.59397936817551,0.975480916230663,0.23529685592421132,0.02358594315241979,Monkeypox
232,M09_04_08,53.12093547024874,0.9731014347894472,0.2507849336786361,0.027327704085321945,Monkeypox
233,M09_04_09,83.40423093164954,0.9751694781694683,0.21472072579324772,0.021715708306534985,Monkeypox
234,M09_04_10,1782.8996963542395,0.48453967179738616,0.05396045080036702,0.010666431194359866,Monkeypox
235,M09_04_11,732.6268173500373,0.7347616005321075,0.0461122689955631,0.010765636990627533,Monkeypox
236,M09_04_12,13.874761205735085,0.9923548879003191,0.3994456289876573,0.0399630309138965,Monkeypox
237,M09_04_13,12.397856381588209,0.9863496727368173,0.3528264454456883,0.03702541399545669,Monkeypox
238,M10_01_00,20.79756279032355,0.9774796026709777,0.3271131390578452,0.04916277292854738,Monkeypox
239,M10_01_01,18.217136881899894,0.9803586289511568,0.3438523039534346,0.0505333735721105,Monkeypox
240,M10_01_02,342.40553801604693,0.8743030844296029,0.33748733638836914,0.04978597472716295,Monkeypox
241,M10_01_03,355.26845502624224,0.9793566746797188,0.4722363129998182,0.16232633113004352,Monkeypox
242,M10_01_04,20.79756279032355,0.9774796026709777,0.3271131390578452,0.04916277292854738,Monkeypox
243,M10_01_05,229.11067988497655,0.9555226973224786,0.3368184988064532,0.05332430788653914,Monkeypox
244,M10_01_06,20.00711858271833,0.9723224436166673,0.32668084387948915,0.05044342228439675,Monkeypox
245,M10_01_07,21.89235657262362,0.9703724368844231,0.32990024759282344,0.05465460542060855,Monkeypox
246,M10_01_08,20.019425285044946,0.9754187805197624,0.3277264012979888,0.050608553095480735,Monkeypox
247,M10_01_09,29.121216996118964,0.9775478871753107,0.309491672154669,0.045484656774541804,Monkeypox
248,M10_01_10,2237.0062136781353,0.2424308780816917,0.06359167075608035,0.015725603611165807,Monkeypox
249,M10_01_11,537.1454483299483,0.593695203731507,0.05335408871276223,0.014874388142316588,Monkeypox
250,M10_01_12,2.4934545235174648,0.9964708846254584,0.6208074733276122,0.0956687447750915,Monkeypox
251,M10_01_13,10.567254519495666,0.9821331031964541,0.4076091609320933,0.06101219232607269,Monkeypox
252,M10_02_00,24.380381668644052,0.9915330548656911,0.30364938934948843,0.03564967906443287,Monkeypox
253,M10_02_01,24.381487663134184,0.9915326402075756,0.30383166823973684,0.03566408166528074,Monkeypox
254,M10_02_02,311.4738683665467,0.9532726623568613,0.33001106784131506,0.03793528456562404,Monkeypox
255,M10_02_03,285.41247561784877,0.9806815953916651,0.4215322635017553,0.14798403841598698,Monkeypox
256,M10_02_04,28.548110760320935,0.9900364694401607,0.31120994065302404,0.03648371145647723,Monkeypox
257,M10_02_05,167.0720102958032,0.9806397452720024,0.349205236502648,0.062332237246853925,Monkeypox
258,M10_02_06,23.16531601278932,0.9901417990412797,0.310330206152513,0.04049437991143624,Monkeypox
259,M10_02_07,24.31516821170745,0.9884557741583122,0.3256497976219563,0.05991480790134206,Monkeypox
260,M10_02_08,21.802509602043074,0.9906450723250393,0.30845615721767083,0.038231411810938205,Monkeypox
261,M10_02_09,31.438898831667636,0.9918832296968051,0.3352438953149222,0.04386909410047674,Monkeypox
262,M10_02_10,2177.8684872006274,0.5077403882283347,0.06724821512257206,0.013344296551410803,Monkeypox
263,M10_02_11,539.1504554686401,0.826053258435402,0.055813149725409156,0.013266006499391803,Monkeypox
264,M10_02_12,8.846508073759777,0.9968050215012872,0.45047856470378067,0.05067965571093187,Monkeypox
265,M10_02_13,8.710872931287579,0.9937574481160699,0.43972742860320724,0.05299453156308758,Monkeypox
266,M11_01_00,56.69772165135032,0.8517999235869843,0.25477897680723244,0.039109712364435605,Monkeypox
267,M11_01_01,56.69772165135032,0.8517999235869843,0.25477897680723244,0.039109712364435605,Monkeypox
268,M11_01_02,134.59110378250116,0.953963639063198,0.31947767781599373,0.07607693637956572,Monkeypox
269,M11_01_03,85.66896579460676,0.9844242149950762,0.5239861269899098,0.26789341527495975,Monkeypox
270,M11_01_04,56.697721651350314,0.8518001892046163,0.25477897680723244,0.039109681346181265,Monkeypox
271,M11_01_05,120.89573488306621,0.9079197223857451,0.2685174707270506,0.04115339712313896,Monkeypox
272,M11_01_06,56.586518932614766,0.7882691494764615,0.2482660166114413,0.041117978959172026,Monkeypox
273,M11_01_07,61.118582718333364,0.8670967718363902,0.25163028235250495,0.0373805692786216,Monkeypox
